,JULD,MLD
63,2023-06-30 21:44:24.000000000,216.2348425837366
64,2023-07-01 14:49:40.001573376,283.3203250361734
65,2023-07-01 19:51:06.002112512,85.60166032884995
66,2023-07-05 18:20:07.001960448,120.94664654612615
67,2023-07-07 14:22:57.001533952,223.92739950702457
68,2023-07-07 15:18:01.001635328,162.568565623385
69,2023-07-08 11:11:55.001196032,105.06928265012849
70,2023-07-10 07:42:20.000000000,132.24564131379927
71,2023-07-10 10:54:25.001150976,128.78883468938503
72,2023-07-10 20:21:58.002176000,115.07446060666724
73,2023-07-11 01:48:24.000000000,221.47701563871257
74,2023-07-11 15:43:16.001671680,352.6155708866371
75,2023-07-15 19:38:12.002093568,120.94568779877146
76,2023-07-17 21:08:55.002264576,169.9113223484306
77,2023-07-17 22:52:10.002435584,128.87284262522707
78,2023-07-18 08:49:44.000929280,136.77365729623406
79,2023-07-20 18:19:02.001958400,124.82919051729942
80,2023-07-20 20:37:46.002199552,124.99171805462035
81,2023-07-21 05:49:24.000000000,388.67938687442177
82,2023-07-21 11:25:56.000000000,161.7591932440105
83,2023-07-25 18:11:12.001947136,144.72562186832025
84,2023-07-28 03:19:42.000349184,188.2701930770442
85,2023-07-28 05:44:22.000600576,126.89327072402862
86,2023-07-28 06:30:27.000687104,116.95848421424472
87,2023-07-31 02:08:19.000226304,154.5416973303783
88,2023-08-01 15:15:29.000000000,153.05357147602757
89,2023-08-04 19:33:42.002086400,164.54177648332214
90,2023-08-07 04:23:44.000462336,114.98201087983456
91,2023-08-07 09:51:41.001039360,208.06248303906827
92,2023-08-07 13:42:21.001455616,19.829776440956913
93,2023-08-10 09:28:24.001006080,142.6613721281782
94,2023-08-10 21:36:24.000000000,495.044477878765
95,2023-08-14 18:39:57.001987584,142.74423733964142
96,2023-08-17 01:58:46.000191488,144.70241010761296
97,2023-08-17 20:31:29.002190848,160.23402908202223
98,2023-08-18 10:34:55.001122304,164.45448333726267
99,2023-08-20 13:32:11.001441280,429.72504338315133
100,2023-08-21 01:38:24.000000000,494.85426056195115
101,2023-08-24 17:33:15.001871872,148.68427165350775
102,2023-08-26 23:44:38.002531840,182.3260454944717
103,2023-08-28 03:59:04.000407552,179.84404965863393
104,2023-08-28 16:54:25.001795072,162.4718607750631
105,2023-08-30 11:54:16.001258496,423.77235782406063
106,2023-09-03 17:57:12.001906688,182.361845767414
107,2023-09-05 21:07:17.002263040,229.84825588415157
108,2023-09-07 11:29:15.001222144,218.00977616986435
109,2023-09-07 23:12:38.002485248,174.35906134688258
110,2023-09-13 16:59:16.001802240,214.05266982672754
111,2023-09-15 20:28:10.002186240,299.15512126555296
112,2023-09-17 18:33:42.001978880,227.923156855917
113,2023-09-23 17:33:14.001871872,202.15661677587607
114,2023-09-27 17:52:08.001899520,237.75953316562814
115,2023-09-28 01:36:51.000159744,233.8851194788272
116,2023-10-03 16:10:00.001731072,184.3359292655207
117,2023-10-08 00:17:59.000024576,13.87807679856416
118,2023-10-08 08:39:38.000914944,53.54262895059989
119,2023-10-08 18:19:42.001958400,160.50427830932418
120,2023-10-13 16:42:57.001777664,174.4481501792391
121,2023-10-18 06:30:57.000687104,237.78522965837266
122,2023-10-18 15:33:20.001657344,103.10641172902272
123,2023-10-23 16:34:11.001765888,182.37902971062383
124,2023-10-28 13:10:27.001409536,198.17311929467044
125,2023-10-28 22:42:39.002421248,150.25690165247727
126,2023-11-02 16:06:09.001725440,190.30050726626348
127,2023-11-07 19:41:00.002098176,168.45786778245747
128,2023-11-08 05:38:41.000591360,65.43587542237786
129,2023-12-09 07:59:19.000836608,29.73714833976151
130,2023-12-12 14:56:08.001583616,15.864809094995968
